id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
1192,I,WH3,7,55,Traffic,2024-06-17
1193,B,WH4,9,69,Weather,2024-11-26
1194,D,WH4,10,113,Weather,2025-09-29
1195,A,WH2,2,32,Traffic,2024-08-11
1196,E,WH4,9,77,None,2025-10-07
1197,G,WH1,1,43,Traffic,2025-06-29
1198,H,WH2,5,73,Weather,2025-01-06
1199,H,WH2,6,110,None,2024-12-10
1200,A,WH1,8,95,Traffic,2025-02-26
1201,D,WH4,9,119,Mechanical,2025-08-22
1202,B,WH3,1,110,Traffic,2025-03-10
1203,C,WH4,3,21,None,2024-06-28
1204,F,WH3,6,90,Mechanical,2025-11-02
1205,E,WH2,9,112,None,2024-09-28
1206,F,WH4,3,21,None,2025-09-22
1207,J,WH2,9,90,None,2024-01-03
1208,H,WH1,8,62,Traffic,2025-04-02
1209,J,WH2,8,43,None,2025-11-06
1210,B,WH3,9,116,None,2024-05-14
1211,E,WH1,2,88,Weather,2024-12-22
1212,C,WH3,5,72,Mechanical,2024-10-01
1213,G,WH3,5,50,Mechanical,2024-01-16
1214,A,WH4,5,78,Traffic,2024-06-30
1215,D,WH4,10,23,Mechanical,2025-04-05
1216,F,WH2,6,110,Mechanical,2024-12-14
1217,B,WH3,4,99,Mechanical,2025-05-16
1218,H,WH1,9,79,Weather,2024-06-15
1219,G,WH4,10,73,Mechanical,2024-08-13
1220,C,WH3,4,70,Traffic,2024-07-13
1221,B,WH2,2,45,None,2024-01-08
1222,J,WH1,9,40,Weather,2024-02-10
1223,J,WH2,9,106,None,2025-11-18
1224,A,WH3,6,60,Weather,2025-06-21
1225,E,WH4,1,96,Weather,2024-08-03
1226,J,WH2,8,61,Weather,2025-08-30
1227,G,WH4,7,35,None,2024-07-29
1228,E,WH1,2,14,None,2024-10-27
1229,J,WH2,3,109,Weather,2025-03-22
1230,B,WH2,5,110,Weather,2024-08-06
1231,A,WH3,5,79,Weather,2025-03-16
1232,C,WH3,4,71,None,2024-11-07
1233,H,WH2,7,25,Weather,2024-05-02
1234,F,WH4,2,114,Mechanical,2024-09-20
1235,A,WH3,1,31,Mechanical,2025-05-15
1236,E,WH2,2,68,Weather,2025-04-18
1237,J,WH2,2,76,Weather,2025-07-05
1238,E,WH4,5,1,None,2025-07-20
1239,E,WH1,5,66,Traffic,2024-11-20
1240,C,WH2,3,64,Weather,2024-12-29
1241,E,WH4,9,106,Weather,2025-07-05
1242,G,WH4,10,117,Weather,2024-11-10
1243,F,WH4,7,80,Weather,2024-06-01
1244,C,WH3,2,12,Mechanical,2025-10-14
1245,B,WH1,7,8,Traffic,2025-06-25
1246,B,WH1,5,37,Mechanical,2025-03-21
1247,B,WH4,4,27,Weather,2025-11-04
1248,J,WH3,1,66,Mechanical,2025-07-27
1249,J,WH1,7,8,Mechanical,2024-07-03
1250,D,WH3,1,23,Traffic,2025-10-04
1251,D,WH4,3,8,None,2025-01-22
1252,D,WH1,9,112,Traffic,2024-08-08
1253,G,WH4,8,26,Traffic,2024-08-15
1254,H,WH2,2,97,Mechanical,2025-03-09
1255,I,WH3,7,76,Weather,2025-12-23
1256,A,WH4,2,103,None,2025-08-16
1257,H,WH3,6,115,Mechanical,2025-11-04
1258,C,WH3,7,4,Weather,2025-04-11
1259,E,WH1,4,14,Mechanical,2024-04-16
1260,H,WH3,7,34,Traffic,2024-05-07
1261,J,WH3,4,73,Traffic,2025-07-15
1262,G,WH4,9,16,Weather,2025-03-23
1263,D,WH2,1,116,Weather,2025-11-27
1264,F,WH2,5,92,Traffic,2024-03-18
1265,B,WH4,6,21,None,2025-10-16
1266,B,WH1,9,31,None,2025-11-15
1267,I,WH1,2,78,Weather,2025-07-08
1268,I,WH2,2,55,Mechanical,2025-09-10
1269,F,WH2,10,66,None,2025-12-27
1270,I,WH2,1,13,Weather,2025-10-30
1271,D,WH4,3,100,Mechanical,2025-05-01
1272,F,WH3,8,107,Weather,2024-10-20
1273,G,WH4,9,43,Traffic,2024-10-16
1274,G,WH2,9,80,Weather,2024-01-13
1275,H,WH3,6,47,Weather,2024-06-13
1276,J,WH2,1,95,Weather,2025-10-17
1277,E,WH2,3,9,Traffic,2025-09-09
1278,H,WH2,5,16,None,2024-06-02
1279,I,WH1,10,111,Mechanical,2024-09-14
1280,I,WH1,9,45,Weather,2024-09-08
1281,E,WH2,9,68,Traffic,2024-11-18
1282,D,WH3,7,7,Mechanical,2024-09-30
1283,E,WH3,2,26,Traffic,2025-09-22
1284,A,WH1,7,87,Mechanical,2025-08-22
1285,H,WH2,5,109,Traffic,2024-03-10
1286,E,WH1,8,83,Traffic,2025-01-05
1287,J,WH1,10,44,Traffic,2024-02-23
1288,H,WH2,4,113,None,2025-06-18
1289,A,WH2,6,94,Mechanical,2025-12-01
1290,B,WH1,6,33,None,2025-12-05
1291,G,WH4,10,91,Weather,2025-04-15
1292,G,WH4,9,102,None,2025-09-07
1293,G,WH3,7,100,None,2025-01-19
1294,G,WH2,1,36,Mechanical,2024-07-12
1295,D,WH4,10,42,Mechanical,2025-09-13
1296,B,WH1,8,21,Mechanical,2024-02-04
1297,B,WH1,9,100,Weather,2024-12-24
1298,D,WH4,1,53,None,2024-06-30
1299,I,WH2,5,92,Mechanical,2024-01-07
1300,D,WH1,1,73,None,2024-07-04
1301,D,WH4,5,85,Traffic,2024-02-07
1302,A,WH4,2,36,None,2025-06-24
1303,E,WH4,3,69,Mechanical,2025-05-19
1304,B,WH4,1,74,Traffic,2024-02-06
1305,I,WH3,2,111,Weather,2024-06-02
1306,C,WH1,8,51,Weather,2024-09-17
1307,H,WH1,10,41,Traffic,2024-05-15
1308,F,WH4,3,8,Mechanical,2025-07-14
1309,G,WH1,5,11,Traffic,2024-07-11
1310,F,WH1,7,62,Weather,2024-04-03
1311,A,WH2,1,30,Traffic,2024-12-19
1312,F,WH4,1,68,Traffic,2024-05-13
1313,E,WH4,10,5,None,2025-07-01
1314,E,WH1,7,73,None,2024-09-17
1315,A,WH2,2,47,Mechanical,2025-08-10
1316,E,WH3,7,108,Traffic,2024-07-04
1317,D,WH3,5,11,None,2025-11-30
1318,H,WH3,7,80,Traffic,2025-06-06
1319,B,WH1,7,3,Mechanical,2025-04-18
1320,A,WH2,8,17,None,2024-09-23
1321,D,WH4,3,105,Weather,2024-04-07
1322,G,WH1,9,31,Weather,2024-08-03
1323,E,WH3,6,35,Traffic,2025-04-24
1324,B,WH2,7,115,None,2025-03-29
1325,D,WH1,10,68,Weather,2024-11-26
1326,E,WH4,8,94,Weather,2024-02-16
1327,C,WH2,2,15,Mechanical,2024-07-19
1328,B,WH2,6,119,None,2025-06-27
1329,J,WH4,8,22,Weather,2025-12-24
1330,C,WH2,1,7,Weather,2025-01-26
1331,J,WH4,3,59,None,2025-11-11
1332,C,WH2,3,102,Mechanical,2024-03-23
1333,F,WH1,1,3,None,2024-06-17
1334,G,WH1,10,71,Weather,2024-05-28
1335,E,WH3,7,83,Traffic,2025-01-29
1336,C,WH3,2,94,Mechanical,2025-04-27
1337,F,WH3,4,60,Weather,2025-06-11
1338,J,WH3,3,84,None,2025-03-12
1339,E,WH1,5,54,Weather,2025-06-05
1340,F,WH4,7,20,Weather,2025-12-19
1341,J,WH2,4,92,None,2025-09-20
1342,F,WH3,3,45,None,2024-11-23
1343,A,WH4,2,70,Weather,2024-03-01
1344,H,WH1,2,43,Traffic,2025-10-01
1345,F,WH4,1,21,Mechanical,2024-08-22
1346,D,WH2,2,78,None,2025-07-03
1347,I,WH3,4,117,Weather,2025-01-13
1348,E,WH4,2,16,Traffic,2025-10-27
1349,H,WH1,9,96,Mechanical,2024-08-06
1350,H,WH3,6,64,Weather,2025-05-23
1351,A,WH2,10,0,None,2024-04-03
1352,I,WH1,10,92,Weather,2024-02-27
1353,H,WH3,7,100,Traffic,2024-08-01
1354,B,WH1,5,65,Mechanical,2024-04-21
1355,J,WH4,2,79,None,2024-10-03
1356,B,WH2,1,80,None,2024-11-16
1357,I,WH4,10,6,Weather,2025-03-12
1358,I,WH4,1,35,Traffic,2024-02-04
1359,F,WH4,4,110,None,2025-09-04
1360,C,WH2,10,68,Weather,2024-01-18
1361,B,WH2,1,79,None,2024-10-13
1362,C,WH4,2,17,Weather,2025-04-21
1363,I,WH4,8,95,None,2024-11-23
1364,I,WH4,9,119,Traffic,2024-01-18
1365,D,WH2,4,66,None,2025-10-02
1366,D,WH4,9,0,Mechanical,2025-02-08
1367,G,WH2,7,61,Traffic,2025-03-22
1368,J,WH4,1,88,Traffic,2024-02-27
1369,G,WH4,8,109,Mechanical,2024-08-24
1370,H,WH1,8,0,Mechanical,2025-02-26
1371,E,WH1,3,5,None,2025-06-20
1372,B,WH4,5,102,Weather,2024-07-29
1373,F,WH1,8,62,Weather,2025-02-26
1374,H,WH1,4,22,None,2024-01-28
1375,A,WH4,9,35,Traffic,2024-07-30
1376,G,WH2,8,21,Mechanical,2024-11-09
1377,I,WH2,10,55,Weather,2025-09-22
1378,E,WH2,10,14,Traffic,2024-11-17
1379,H,WH3,7,99,Traffic,2025-04-19
1380,E,WH1,5,34,Mechanical,2025-02-05
1381,J,WH3,8,111,Mechanical,2025-09-23
1382,D,WH4,2,69,Weather,2024-05-15
1383,C,WH1,2,100,Traffic,2024-10-03
1384,J,WH2,8,37,Weather,2024-01-12
1385,J,WH2,4,23,None,2024-06-26
1386,C,WH4,3,90,None,2024-09-26
1387,H,WH1,8,50,Traffic,2025-12-24
1388,F,WH3,10,69,None,2025-03-26
1389,C,WH1,4,3,Traffic,2025-03-24
1390,E,WH4,3,102,Traffic,2024-12-25
1391,I,WH4,4,25,Weather,2024-05-17
1392,H,WH4,9,94,Traffic,2024-06-28
1393,B,WH2,2,22,None,2025-08-07
1394,G,WH2,1,36,Mechanical,2025-11-21
1395,A,WH4,1,111,None,2025-11-05
1396,H,WH4,5,105,None,2024-06-10
1397,E,WH2,3,101,Traffic,2024-09-02
1398,G,WH2,7,69,Traffic,2024-06-12
1399,G,WH2,9,55,Traffic,2024-08-11
1400,B,WH3,3,60,Traffic,2025-09-09
1401,D,WH3,7,73,None,2024-03-25
1402,D,WH1,8,24,None,2024-08-04
1403,D,WH3,6,40,Traffic,2024-02-29
1404,E,WH3,10,53,None,2025-08-04
1405,C,WH1,8,114,Traffic,2024-03-22
1406,F,WH3,5,90,Traffic,2025-11-30
1407,G,WH4,6,22,None,2025-08-20
1408,H,WH1,7,97,None,2025-01-16
1409,C,WH4,8,14,Weather,2024-05-05
1410,C,WH3,9,62,None,2025-12-18
1411,F,WH4,7,23,Mechanical,2024-01-17
1412,G,WH3,1,113,Weather,2024-06-18
1413,C,WH1,9,36,Weather,2024-12-04
1414,A,WH2,7,32,Traffic,2024-02-17
1415,B,WH1,5,78,Mechanical,2025-02-13
1416,A,WH1,2,42,Traffic,2024-10-29
1417,E,WH3,6,1,Traffic,2024-05-18
1418,D,WH2,6,64,Traffic,2024-07-19
1419,I,WH3,8,49,None,2024-05-22
1420,G,WH2,5,27,Weather,2025-04-07
1421,J,WH4,2,67,None,2024-10-02
1422,G,WH2,3,100,Weather,2024-07-21
1423,G,WH4,3,72,None,2025-03-16
1424,F,WH1,8,25,Mechanical,2025-07-30
1425,G,WH2,4,8,Weather,2024-12-03
1426,J,WH4,10,56,Weather,2024-07-01
1427,E,WH1,3,73,Weather,2024-01-24
1428,C,WH4,3,117,Weather,2024-06-05
1429,G,WH3,10,81,None,2024-01-05
1430,D,WH3,5,89,Mechanical,2025-07-24
1431,H,WH1,10,79,Traffic,2024-11-24
1432,F,WH1,1,110,Mechanical,2024-06-12
1433,G,WH3,4,38,None,2025-11-03
1434,J,WH1,9,37,Mechanical,2025-09-29
1435,I,WH3,4,112,None,2025-06-06
1436,E,WH2,6,28,Weather,2024-07-02
1437,J,WH3,10,68,None,2025-05-24
1438,F,WH4,10,74,Mechanical,2024-10-14
1439,E,WH1,4,69,None,2025-08-28
1440,E,WH3,2,24,Mechanical,2024-04-07
1441,I,WH2,3,106,None,2025-08-22
1442,C,WH4,8,98,Mechanical,2025-12-22
1443,J,WH1,4,15,Weather,2024-09-08
1444,A,WH2,2,110,Weather,2024-05-09
1445,G,WH3,5,73,Mechanical,2025-04-27
1446,F,WH1,2,63,None,2024-10-14
1447,B,WH3,6,57,Weather,2025-01-02
1448,F,WH1,4,47,Traffic,2025-10-25
1449,D,WH3,1,107,Weather,2025-09-26
1450,C,WH3,8,3,Mechanical,2025-11-20
1451,G,WH2,7,51,Mechanical,2024-11-18
1452,D,WH1,5,102,Mechanical,2025-02-01
1453,H,WH3,7,120,Weather,2025-04-29
1454,C,WH1,10,64,None,2025-12-17
1455,B,WH2,4,8,Traffic,2024-12-22
1456,A,WH4,9,26,Weather,2025-04-21
1457,J,WH1,6,88,Mechanical,2025-03-18
1458,G,WH2,8,75,Mechanical,2025-11-30
1459,B,WH1,9,1,Traffic,2024-06-18
1460,B,WH4,7,11,Traffic,2024-01-25
1461,E,WH2,3,34,None,2025-06-02
1462,B,WH1,4,15,Weather,2025-04-08
1463,H,WH4,3,4,Traffic,2025-10-08
1464,F,WH2,9,120,Weather,2025-10-31
1465,F,WH2,4,101,None,2025-03-09
1466,D,WH1,9,18,None,2024-06-21
1467,B,WH1,2,41,None,2024-02-29
1468,B,WH3,10,29,Traffic,2025-09-03
1469,G,WH2,3,37,Weather,2024-02-09
1470,D,WH4,8,51,Mechanical,2025-10-16
1471,E,WH4,2,113,None,2024-11-09
1472,I,WH2,7,59,Weather,2024-10-07
1473,G,WH4,9,3,Weather,2025-09-01
1474,F,WH4,8,118,None,2024-08-10
1475,E,WH2,2,48,Mechanical,2024-03-14
1476,H,WH1,10,117,Mechanical,2024-05-14
1477,D,WH1,9,5,Weather,2025-11-07
1478,J,WH4,2,68,Traffic,2024-09-05
1479,H,WH4,4,23,None,2024-05-24
1480,F,WH1,4,107,Mechanical,2025-10-27
1481,D,WH1,3,66,Mechanical,2025-02-24
1482,I,WH2,5,109,Mechanical,2025-01-19
1483,I,WH1,9,83,None,2024-02-22
1484,F,WH4,9,45,None,2025-02-06
1485,D,WH1,2,24,Weather,2024-03-02
1486,G,WH3,10,91,Traffic,2024-07-22
1487,C,WH3,6,61,Traffic,2025-04-13
1488,I,WH1,10,52,Traffic,2025-01-28
1489,H,WH2,9,44,Weather,2024-12-19
1490,J,WH2,2,13,Traffic,2024-11-25
1491,H,WH4,10,66,Weather,2024-10-19
1492,F,WH1,5,95,Mechanical,2024-03-13
1493,C,WH2,1,110,Traffic,2025-03-28
1494,F,WH3,10,43,Mechanical,2024-11-19
1495,E,WH3,5,88,Weather,2024-10-15
1496,I,WH3,1,24,Traffic,2024-10-29
1497,A,WH3,7,36,Mechanical,2025-05-06
1498,D,WH1,2,73,Weather,2025-10-07
1499,D,WH4,9,63,Traffic,2024-07-26
1500,C,WH4,7,53,Traffic,2024-12-14
1501,B,WH1,2,13,Weather,2025-04-20
1502,H,WH1,10,50,Mechanical,2024-02-19
1503,D,WH4,8,70,Mechanical,2024-08-20
1504,F,WH4,1,55,Traffic,2024-08-26
1505,D,WH4,2,61,None,2024-08-19
1506,H,WH2,7,93,Traffic,2025-06-30
1507,B,WH1,3,79,None,2024-03-18
1508,F,WH2,9,39,Traffic,2025-11-14
1509,D,WH2,8,106,None,2025-10-05
1510,C,WH1,4,25,Mechanical,2025-10-14
1511,A,WH4,1,75,Weather,2025-08-12
1512,D,WH4,5,101,None,2024-07-25
1513,D,WH4,10,100,Traffic,2025-02-22
1514,B,WH3,6,118,None,2025-05-13
1515,D,WH4,10,88,Mechanical,2025-09-26
1516,D,WH1,5,82,Mechanical,2025-07-25
1517,I,WH4,5,41,Weather,2025-06-16
1518,J,WH3,10,111,Traffic,2024-09-22
1519,I,WH2,7,83,Weather,2024-09-30
1520,J,WH4,7,11,Mechanical,2025-09-23
1521,B,WH4,10,72,None,2025-04-17
1522,J,WH2,9,119,Weather,2025-05-27
1523,E,WH3,5,5,None,2025-08-07
1524,E,WH2,3,72,Weather,2024-07-02
1525,C,WH4,5,78,Weather,2024-04-16
1526,F,WH3,8,57,None,2025-01-08
1527,H,WH4,7,46,Weather,2024-12-22
1528,A,WH3,2,4,Weather,2024-08-13
1529,B,WH1,3,36,Mechanical,2024-12-28
1530,J,WH1,1,65,None,2024-08-01
1531,B,WH1,9,51,Mechanical,2025-12-28
1532,C,WH2,7,106,Mechanical,2025-01-11
1533,I,WH4,7,91,None,2024-04-02
1534,F,WH2,9,48,Mechanical,2025-04-07
1535,I,WH4,1,38,None,2024-02-14
1536,I,WH1,4,96,Traffic,2024-04-23
1537,E,WH1,2,92,Weather,2025-05-04
1538,G,WH1,5,119,None,2025-10-20
1539,F,WH3,3,100,Traffic,2024-02-10
1540,H,WH1,7,47,None,2025-12-01
1541,A,WH3,9,14,Mechanical,2024-11-17
1542,A,WH4,5,64,Weather,2024-12-14
1543,C,WH3,2,26,Traffic,2025-11-18
1544,E,WH4,8,4,Traffic,2024-04-08
1545,D,WH4,7,36,Weather,2024-04-26
1546,J,WH3,5,1,Weather,2024-03-03
1547,B,WH1,4,103,None,2025-12-20
1548,G,WH4,2,33,Mechanical,2024-12-21
1549,G,WH3,10,100,Weather,2025-01-18
1550,G,WH3,4,23,None,2024-04-24
1551,A,WH1,3,62,Mechanical,2025-09-12
1552,G,WH3,7,16,None,2024-03-04
1553,J,WH2,5,93,Traffic,2024-12-15
1554,C,WH4,10,100,Weather,2024-09-09
1555,G,WH3,5,56,None,2025-03-19
1556,F,WH4,2,81,Weather,2024-02-12
1557,A,WH1,6,0,Traffic,2025-03-08
1558,C,WH4,9,114,Weather,2025-01-27
1559,D,WH2,8,82,Mechanical,2025-05-16
1560,I,WH3,9,112,None,2024-11-02
1561,F,WH1,4,56,Traffic,2025-11-09
1562,D,WH2,10,55,Mechanical,2025-09-05
1563,C,WH3,5,81,None,2024-08-28
1564,J,WH2,9,5,Traffic,2024-06-24
1565,B,WH1,2,25,None,2024-10-20
1566,I,WH3,9,11,Mechanical,2025-02-20
1567,B,WH3,1,52,Mechanical,2025-10-17
1568,E,WH1,2,38,Traffic,2024-12-13
1569,C,WH3,7,12,Weather,2024-12-24
1570,F,WH2,8,3,Weather,2025-11-27
1571,E,WH2,9,98,Mechanical,2024-05-29
1572,I,WH2,5,38,None,2024-04-24
1573,E,WH1,5,91,Traffic,2025-03-07
1574,B,WH3,2,112,Traffic,2025-03-05
1575,A,WH2,5,19,Mechanical,2024-07-13
1576,J,WH3,6,111,None,2024-02-20
1577,H,WH3,2,12,Traffic,2024-12-28
1578,E,WH3,5,29,Mechanical,2024-12-17
1579,E,WH3,6,16,Weather,2024-03-25
1580,B,WH4,10,57,None,2024-08-02
1581,C,WH4,9,76,Traffic,2025-06-08
1582,G,WH2,1,103,Weather,2024-03-18
1583,B,WH4,9,23,Mechanical,2024-03-21
1584,J,WH4,1,16,Weather,2025-05-27
1585,J,WH4,10,30,None,2025-05-21
1586,A,WH3,8,39,None,2024-10-11
1587,F,WH1,10,92,None,2024-05-27
1588,D,WH4,8,6,Mechanical,2024-06-11
1589,H,WH1,1,2,Traffic,2025-01-10
1590,I,WH1,6,120,None,2025-10-06
1591,I,WH3,6,89,Traffic,2025-12-08
1592,C,WH4,10,16,Mechanical,2024-05-29
1593,G,WH4,7,36,Weather,2025-02-18
1594,J,WH4,9,65,None,2024-08-15
1595,B,WH4,6,8,None,2024-05-31
1596,A,WH3,3,50,Mechanical,2024-06-23
1597,B,WH4,10,41,Mechanical,2024-09-07
1598,C,WH4,5,30,Weather,2024-07-27
1599,C,WH3,2,72,Weather,2024-05-14
1600,I,WH3,5,17,Traffic,2024-06-23
1601,A,WH2,5,23,Mechanical,2025-10-05
1602,J,WH4,9,68,Mechanical,2024-03-08
1603,D,WH3,2,112,Weather,2024-02-17
1604,I,WH4,1,94,None,2024-12-22
1605,E,WH1,10,54,Traffic,2024-11-29
1606,H,WH2,2,59,None,2025-07-17
1607,B,WH2,6,99,None,2025-06-27
1608,A,WH2,1,2,None,2024-10-01
1609,C,WH2,4,60,Weather,2025-07-01
1610,F,WH3,1,90,Traffic,2024-07-13
1611,F,WH2,8,17,Weather,2025-06-21
1612,I,WH4,4,27,Weather,2025-06-20
1613,C,WH1,4,83,Traffic,2025-12-15
1614,A,WH3,7,16,None,2025-06-23
1615,G,WH1,2,5,Traffic,2025-10-03
1616,F,WH3,10,16,Traffic,2025-03-23
1617,G,WH4,6,62,Weather,2025-07-20
1618,J,WH2,3,104,Traffic,2024-08-12
1619,F,WH2,5,81,Mechanical,2025-05-07
1620,E,WH1,2,104,Traffic,2025-03-07
1621,C,WH2,5,85,Traffic,2025-03-10
1622,D,WH4,1,99,None,2024-07-21
1623,J,WH1,10,56,Weather,2024-11-12
1624,J,WH4,4,49,None,2025-08-14
1625,J,WH2,10,61,Mechanical,2025-09-07
1626,B,WH3,5,83,Weather,2024-01-01
1627,C,WH1,8,42,Weather,2025-04-28
1628,F,WH3,4,90,Traffic,2025-08-05
1629,E,WH2,9,106,Traffic,2025-04-12
1630,E,WH4,9,23,None,2025-09-29
1631,C,WH3,2,68,Traffic,2025-07-31
1632,J,WH4,8,96,None,2024-01-14
1633,G,WH3,9,80,Traffic,2024-03-03
1634,B,WH2,7,104,Mechanical,2025-05-11
1635,A,WH2,6,59,Mechanical,2024-08-22
1636,G,WH4,10,78,Weather,2025-11-01
1637,J,WH2,2,27,Mechanical,2025-12-16
1638,G,WH2,1,97,None,2025-01-14
1639,C,WH3,2,92,Weather,2024-07-01
1640,E,WH1,9,14,Mechanical,2024-04-21
1641,C,WH2,7,21,Mechanical,2024-04-09
1642,F,WH4,9,3,Mechanical,2024-04-07
1643,D,WH4,8,9,Traffic,2024-02-28
1644,B,WH1,8,81,None,2025-08-01
1645,J,WH1,8,20,None,2024-04-29
1646,I,WH1,10,99,None,2025-01-19
1647,G,WH1,5,87,Traffic,2024-07-16
1648,J,WH4,10,52,None,2024-02-14
1649,C,WH4,3,119,None,2024-11-12
1650,D,WH2,3,70,Mechanical,2024-12-13
1651,A,WH1,9,47,Mechanical,2024-04-12
1652,G,WH3,6,0,Mechanical,2025-07-05
1653,B,WH3,9,14,None,2025-11-17
1654,J,WH2,4,17,Weather,2025-10-21
1655,J,WH2,1,97,Mechanical,2024-01-14
1656,E,WH4,10,21,None,2025-08-11
1657,I,WH2,1,104,Mechanical,2024-02-08
1658,D,WH2,5,104,None,2025-02-13
1659,B,WH3,3,45,Mechanical,2024-01-20
1660,H,WH1,8,50,None,2025-05-22
1661,F,WH2,10,13,None,2025-11-19
1662,G,WH3,2,110,Traffic,2025-07-09
1663,H,WH2,6,48,Mechanical,2025-12-28
1664,J,WH2,5,61,Traffic,2024-07-11
1665,I,WH2,10,107,Mechanical,2025-09-16
1666,J,WH2,1,54,Mechanical,2025-10-29
1667,I,WH4,4,41,Mechanical,2025-05-16
1668,J,WH2,10,57,None,2025-08-11
1669,G,WH1,2,15,Mechanical,2025-02-26
1670,B,WH4,4,14,Weather,2024-01-23
1671,G,WH4,1,17,None,2024-08-12
1672,D,WH3,10,75,None,2025-12-30
1673,A,WH4,10,9,Traffic,2025-09-13
1674,E,WH4,9,17,None,2025-08-25
1675,D,WH3,5,85,Traffic,2025-12-29
1676,I,WH1,1,38,Mechanical,2025-09-16
1677,C,WH3,4,118,Mechanical,2025-01-09
1678,E,WH2,10,28,Traffic,2024-03-12
1679,C,WH3,3,76,Weather,2024-12-12
1680,A,WH2,1,118,Traffic,2024-11-03
1681,H,WH2,7,35,Weather,2025-12-17
1682,H,WH1,10,2,Traffic,2024-06-04
1683,D,WH1,3,45,Mechanical,2025-04-23
1684,C,WH3,4,23,Traffic,2025-03-28
1685,J,WH3,2,38,Traffic,2025-12-01
1686,C,WH4,2,91,None,2025-11-06
1687,H,WH1,5,92,Traffic,2024-01-04
1688,J,WH3,7,65,Traffic,2024-09-15
1689,E,WH4,3,35,None,2025-10-10
1690,C,WH4,1,26,Traffic,2024-04-04
1691,B,WH2,3,105,None,2025-06-18
1692,C,WH3,10,57,Traffic,2025-03-08
1693,I,WH3,10,63,Weather,2025-11-01
1694,I,WH2,7,40,Weather,2025-01-21
1695,D,WH2,9,13,Weather,2024-10-09
1696,I,WH3,6,112,Mechanical,2024-06-02
1697,H,WH2,7,35,Traffic,2025-07-04
1698,B,WH4,3,80,None,2024-06-30
1699,B,WH4,3,34,None,2024-07-29
1700,J,WH4,9,36,None,2025-12-15
1701,B,WH1,2,53,Mechanical,2024-04-16
1702,B,WH3,8,39,Weather,2025-04-03
1703,I,WH2,5,21,Traffic,2025-12-26
1704,J,WH1,2,49,Weather,2025-01-07
1705,I,WH4,1,69,None,2024-05-08
1706,I,WH2,5,88,Mechanical,2025-04-21
1707,E,WH1,9,63,Traffic,2024-06-26
1708,H,WH4,6,91,None,2025-04-25
1709,A,WH2,7,110,Weather,2025-09-13
1710,F,WH1,2,93,Weather,2025-11-15
1711,E,WH1,2,80,Traffic,2025-07-19
1712,J,WH3,3,113,Traffic,2025-06-30
1713,J,WH4,3,97,Mechanical,2025-09-18
1714,H,WH1,3,115,Weather,2024-01-20
1715,D,WH4,10,0,Mechanical,2025-09-06
1716,D,WH1,9,26,None,2024-08-05
1717,D,WH3,9,16,Mechanical,2024-02-25
1718,F,WH1,2,93,None,2024-07-21
1719,F,WH3,7,53,Weather,2025-05-29
1720,G,WH4,5,9,None,2025-06-06
1721,E,WH3,7,30,None,2024-11-14
1722,D,WH1,2,96,Weather,2025-11-06
1723,H,WH4,1,103,None,2024-08-14
1724,A,WH4,10,15,None,2024-01-08
1725,A,WH1,6,39,Weather,2025-06-25
1726,D,WH2,1,70,Traffic,2025-08-18
1727,F,WH2,9,48,Traffic,2025-07-21
1728,I,WH4,9,12,Mechanical,2025-10-28
1729,F,WH2,4,44,Mechanical,2024-03-31
1730,A,WH1,2,98,Traffic,2024-06-15
1731,J,WH2,6,47,Traffic,2024-09-13
1732,H,WH4,5,7,Traffic,2024-04-28
1733,J,WH3,1,4,None,2024-05-13
1734,B,WH4,4,56,Traffic,2024-09-24
1735,J,WH4,2,70,Mechanical,2024-10-27
1736,J,WH3,6,35,Mechanical,2024-08-25
1737,F,WH1,4,50,Traffic,2025-05-18
1738,D,WH1,4,85,Traffic,2025-10-22
1739,I,WH1,1,60,Traffic,2024-12-31
1740,I,WH3,7,103,None,2025-07-04
1741,I,WH3,2,70,Traffic,2024-10-28
1742,D,WH3,4,37,Mechanical,2024-01-31
1743,G,WH1,1,111,Traffic,2025-12-23
1744,D,WH3,10,95,Weather,2025-09-09
1745,J,WH3,2,59,Weather,2025-01-23
1746,I,WH3,5,79,Mechanical,2025-06-02
1747,C,WH4,7,88,Weather,2025-10-30
1748,A,WH4,4,105,Mechanical,2025-06-20
1749,I,WH2,2,65,None,2025-04-29
1750,G,WH4,2,95,None,2025-05-08
1751,C,WH1,3,16,Weather,2025-01-03
1752,H,WH3,3,33,None,2025-07-31
1753,D,WH4,9,50,Traffic,2024-01-27
1754,F,WH1,7,119,Mechanical,2025-04-26
1755,I,WH4,1,66,None,2025-11-02
1756,C,WH4,10,115,Weather,2024-09-23
1757,D,WH2,1,55,None,2024-07-28
1758,B,WH2,1,19,Weather,2025-08-22
1759,H,WH3,1,59,Mechanical,2025-02-21
1760,J,WH2,3,79,Weather,2024-05-05
1761,H,WH2,2,116,Weather,2025-07-29
1762,J,WH4,3,108,Weather,2024-11-19
1763,J,WH1,8,97,Weather,2025-08-03
1764,E,WH3,9,111,Weather,2024-02-01
1765,D,WH3,2,58,None,2024-10-22
1766,F,WH2,9,42,None,2024-06-15
1767,J,WH4,2,29,Traffic,2024-01-20
1768,B,WH1,2,13,Traffic,2025-12-17
1769,C,WH1,1,23,Weather,2024-10-20
